id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,lead_value
id_13243,59.0,technician,divorced,secondary,no,2353.0,yes,no,cellular,21,nov,764.0,2.0,,0,unknown,1
id_41531,24.0,services,single,secondary,no,-146.0,yes,no,unknown,4,jun,670.0,,,0,unknown,1
id_12362,69.0,retired,divorced,secondary,no,4192.0,no,no,telephone,14,jul,908.0,2.0,,0,unknown,1
id_43161,79.0,retired,married,secondary,no,2349.0,no,no,telephone,4,aug,190.0,2.0,181.0,3,success,1
id_12495,48.0,entrepreneur,married,tertiary,no,4.0,no,no,cellular,5,may,435.0,3.0,,0,unknown,1
id_1884,33.0,technician,single,secondary,no,487.0,no,no,cellular,8,aug,579.0,3.0,,0,unknown,1
id_9767,44.0,unemployed,married,secondary,no,1284.0,no,no,cellular,15,jul,268.0,4.0,415.0,2,failure,1
id_28107,27.0,student,single,secondary,no,674.0,no,no,cellular,25,oct,282.0,5.0,94.0,6,other,1
id_30481,47.0,blue-collar,married,secondary,no,553.0,yes,no,telephone,5,feb,726.0,8.0,,0,unknown,1
id_45107,32.0,blue-collar,married,primary,no,1644.0,no,no,cellular,7,sep,473.0,3.0,102.0,5,other,1
id_23775,59.0,retired,married,primary,no,1115.0,no,no,unknown,19,jun,819.0,1.0,,0,unknown,1
id_27986,37.0,blue-collar,married,secondary,no,,yes,no,cellular,12,aug,328.0,1.0,182.0,4,success,1
id_42458,44.0,blue-collar,married,primary,no,805.0,yes,no,cellular,12,may,1045.0,2.0,361.0,1,success,1
id_41701,48.0,management,married,secondary,no,727.0,no,no,cellular,7,apr,754.0,7.0,,0,unknown,1
id_19162,56.0,housemaid,married,primary,no,1307.0,yes,yes,cellular,22,jul,1212.0,2.0,,0,unknown,1
id_14107,42.0,blue-collar,married,secondary,no,-154.0,yes,no,unknown,15,may,656.0,2.0,,0,unknown,1
id_34519,57.0,unemployed,married,primary,no,13839.0,no,no,telephone,20,nov,729.0,1.0,,0,unknown,1
id_42828,55.0,services,married,unknown,no,-46.0,yes,no,unknown,16,may,777.0,7.0,,0,unknown,1
id_43374,28.0,student,single,secondary,no,661.0,no,no,cellular,15,jul,204.0,2.0,244.0,4,other,1
id_27811,49.0,admin.,single,secondary,no,3700.0,no,no,cellular,12,jan,769.0,4.0,,0,unknown,1
id_8640,30.0,admin.,married,secondary,no,331.0,no,no,cellular,2,dec,359.0,1.0,188.0,3,other,1
id_22071,43.0,technician,married,secondary,no,57.0,no,no,unknown,28,may,789.0,1.0,,0,unknown,1
id_23512,45.0,admin.,married,secondary,no,135.0,no,no,cellular,17,mar,213.0,1.0,,0,unknown,1
id_32387,,services,married,secondary,no,5290.0,yes,no,cellular,21,nov,1213.0,3.0,155.0,3,other,1
id_11764,62.0,technician,married,tertiary,no,-4.0,no,no,cellular,3,apr,226.0,1.0,,0,unknown,1
id_20784,48.0,blue-collar,married,secondary,no,1731.0,yes,no,cellular,4,aug,607.0,2.0,92.0,4,success,1
id_18469,18.0,student,single,secondary,no,214.0,no,no,cellular,24,feb,161.0,1.0,92.0,6,success,1
id_23879,50.0,management,divorced,tertiary,no,848.0,no,yes,unknown,23,may,934.0,3.0,,0,unknown,1
id_7012,32.0,management,single,tertiary,no,419.0,no,no,cellular,14,aug,1224.0,4.0,,0,unknown,1
id_29086,41.0,blue-collar,single,secondary,no,40.0,yes,no,unknown,8,may,731.0,1.0,,0,unknown,1
id_21438,39.0,management,married,tertiary,no,3435.0,no,no,cellular,20,aug,464.0,10.0,,0,unknown,1
id_23264,29.0,self-employed,married,tertiary,no,76.0,no,no,cellular,28,aug,544.0,2.0,,0,unknown,1
id_15203,33.0,services,single,secondary,no,6374.0,yes,no,unknown,23,may,930.0,2.0,,0,unknown,1
id_41120,33.0,blue-collar,single,primary,no,-279.0,yes,no,cellular,13,may,867.0,1.0,,0,unknown,1
id_4228,36.0,management,married,tertiary,no,196.0,yes,no,cellular,30,apr,549.0,1.0,13.0,1,failure,1
id_39024,22.0,student,single,tertiary,no,836.0,no,no,cellular,9,sep,680.0,1.0,,0,unknown,1
id_37101,45.0,housemaid,married,secondary,no,35.0,no,no,cellular,25,nov,524.0,1.0,,0,unknown,1
id_13905,33.0,management,married,tertiary,no,269.0,yes,yes,cellular,24,jul,823.0,1.0,,0,unknown,1
id_2708,84.0,retired,divorced,primary,no,-1.0,no,no,telephone,15,mar,523.0,2.0,195.0,1,other,1
id_1346,44.0,admin.,divorced,secondary,no,5357.0,yes,no,cellular,17,apr,790.0,1.0,,0,unknown,1
id_3154,25.0,technician,married,secondary,no,2458.0,yes,no,cellular,15,may,602.0,2.0,,0,unknown,1
id_38238,39.0,housemaid,single,primary,no,194.0,yes,no,cellular,12,may,1202.0,1.0,306.0,1,failure,1
id_17549,37.0,management,single,tertiary,no,694.0,no,no,cellular,8,sep,1082.0,2.0,,0,unknown,1
id_13660,48.0,technician,single,secondary,no,1374.0,no,no,cellular,5,aug,949.0,1.0,,0,unknown,1
id_31332,32.0,blue-collar,married,secondary,no,203.0,yes,no,unknown,8,may,635.0,3.0,,0,unknown,1
id_37795,67.0,retired,divorced,primary,no,1835.0,no,no,cellular,1,jun,367.0,2.0,188.0,5,failure,1
id_32816,,management,single,secondary,no,3312.0,no,yes,telephone,4,may,645.0,7.0,,0,unknown,1
id_19473,41.0,admin.,married,tertiary,no,1538.0,no,no,cellular,7,aug,289.0,1.0,95.0,2,failure,1
id_10626,56.0,retired,married,secondary,no,2391.0,no,no,cellular,27,aug,1032.0,6.0,,0,unknown,1
id_27573,29.0,management,single,tertiary,no,1894.0,no,no,telephone,22,nov,1906.0,1.0,,0,unknown,1
id_23071,44.0,housemaid,married,primary,no,1521.0,yes,yes,cellular,25,jul,589.0,5.0,,0,unknown,1
id_42995,35.0,management,single,tertiary,no,600.0,no,no,cellular,28,aug,795.0,1.0,,0,unknown,1
id_25808,31.0,unemployed,single,tertiary,no,156.0,yes,no,unknown,26,may,886.0,5.0,,0,unknown,1
id_39741,44.0,technician,married,tertiary,no,1930.0,no,no,cellular,5,jun,471.0,1.0,,0,unknown,1
id_13291,26.0,technician,single,secondary,no,-268.0,no,yes,unknown,26,jun,677.0,3.0,,0,unknown,1
id_31342,37.0,technician,married,secondary,no,10592.0,no,no,cellular,19,aug,183.0,1.0,197.0,4,other,1
id_8817,36.0,entrepreneur,divorced,secondary,no,170.0,yes,yes,unknown,13,may,753.0,6.0,,0,unknown,1
id_25948,60.0,technician,married,tertiary,no,-72.0,yes,yes,cellular,30,jan,1449.0,1.0,,0,unknown,1
id_2991,23.0,management,single,tertiary,no,395.0,no,no,cellular,27,sep,1299.0,1.0,,0,unknown,1
id_9782,31.0,blue-collar,married,primary,no,10040.0,yes,no,cellular,16,apr,625.0,1.0,322.0,4,failure,1
id_19846,57.0,admin.,divorced,secondary,no,658.0,no,no,cellular,10,jul,714.0,1.0,,0,unknown,1
id_36164,45.0,services,married,secondary,no,776.0,no,no,cellular,14,jul,632.0,2.0,,0,unknown,1
id_18475,,management,married,tertiary,no,815.0,no,no,cellular,27,sep,174.0,2.0,279.0,1,failure,1
id_16923,51.0,entrepreneur,single,secondary,no,5805.0,no,no,cellular,30,apr,628.0,2.0,,0,unknown,1
id_26437,25.0,blue-collar,single,secondary,no,3145.0,no,no,cellular,25,jun,388.0,1.0,179.0,2,success,1
id_27444,37.0,technician,single,secondary,no,1227.0,no,no,cellular,30,jul,1024.0,5.0,134.0,10,success,1
id_9293,69.0,retired,married,secondary,no,2621.0,no,no,telephone,27,jan,190.0,3.0,147.0,2,success,1
id_10095,53.0,technician,divorced,secondary,no,3446.0,no,no,cellular,10,aug,495.0,1.0,181.0,2,success,1
id_44104,34.0,services,married,secondary,no,42.0,yes,no,cellular,15,may,744.0,1.0,,0,unknown,1
id_8262,61.0,unemployed,married,primary,no,536.0,no,no,cellular,31,aug,280.0,2.0,300.0,1,other,1
id_42279,48.0,entrepreneur,married,primary,no,1441.0,no,no,cellular,26,may,559.0,1.0,97.0,10,success,1
id_41534,53.0,unemployed,single,secondary,no,375.0,no,no,cellular,17,nov,684.0,2.0,,0,unknown,1
id_15785,37.0,management,married,tertiary,no,5434.0,yes,yes,cellular,17,apr,707.0,1.0,149.0,2,failure,1
id_37574,30.0,student,single,secondary,no,951.0,yes,no,unknown,28,may,1722.0,1.0,,0,unknown,1
id_28421,70.0,retired,divorced,primary,no,252.0,no,no,cellular,3,feb,358.0,1.0,,0,unknown,1
id_9138,64.0,management,married,tertiary,no,3372.0,no,no,cellular,25,mar,177.0,1.0,178.0,2,success,1
id_8444,24.0,management,single,tertiary,no,1034.0,no,no,cellular,4,mar,383.0,2.0,,0,unknown,1
id_1479,39.0,management,single,tertiary,no,64.0,yes,no,cellular,2,aug,439.0,2.0,272.0,8,success,1
id_7322,29.0,self-employed,married,tertiary,no,1424.0,no,no,cellular,6,aug,1257.0,4.0,,0,unknown,1
id_23489,20.0,student,single,secondary,no,9216.0,no,no,cellular,5,jun,468.0,2.0,,0,unknown,1
id_5970,32.0,services,divorced,secondary,no,4614.0,yes,no,cellular,24,jul,929.0,4.0,,0,unknown,1
id_14680,47.0,blue-collar,divorced,primary,no,599.0,yes,yes,cellular,8,may,1090.0,1.0,,0,unknown,1
id_7477,46.0,services,married,secondary,no,7438.0,no,no,unknown,17,jun,989.0,1.0,,0,unknown,1
id_14840,44.0,management,married,tertiary,no,-193.0,yes,no,cellular,5,feb,665.0,3.0,202.0,3,failure,1
id_28341,36.0,management,married,tertiary,no,282.0,yes,no,cellular,15,jul,818.0,3.0,,0,unknown,1
id_30402,55.0,management,single,tertiary,no,0.0,no,no,cellular,30,jul,600.0,1.0,,0,unknown,1
id_34378,32.0,blue-collar,single,secondary,no,725.0,no,no,cellular,7,jul,709.0,2.0,,0,unknown,1
id_12256,28.0,student,single,secondary,no,4.0,no,no,cellular,17,aug,231.0,1.0,82.0,2,failure,1
id_24548,28.0,admin.,single,secondary,no,296.0,yes,yes,cellular,21,nov,534.0,1.0,,0,unknown,1
id_28281,,technician,married,secondary,no,1.0,yes,yes,cellular,12,may,614.0,3.0,,0,unknown,1
id_38050,42.0,housemaid,divorced,secondary,no,636.0,yes,yes,unknown,11,jun,690.0,4.0,,0,unknown,1
id_39665,46.0,unknown,single,unknown,no,1816.0,no,no,cellular,1,jun,198.0,1.0,,0,unknown,1
id_15189,52.0,blue-collar,married,primary,no,1095.0,yes,no,unknown,17,jun,709.0,2.0,,0,unknown,1
id_13135,25.0,technician,single,tertiary,no,1629.0,yes,no,cellular,25,jul,1414.0,2.0,,0,unknown,1
id_5392,26.0,self-employed,single,tertiary,no,808.0,no,no,cellular,16,feb,333.0,1.0,,0,unknown,1
id_18069,48.0,unemployed,married,tertiary,no,1800.0,no,no,cellular,16,apr,853.0,3.0,,0,unknown,1
id_37456,44.0,management,married,tertiary,no,511.0,no,yes,cellular,21,aug,897.0,4.0,,0,unknown,1
id_37070,32.0,technician,single,tertiary,no,976.0,yes,no,unknown,26,may,593.0,1.0,,0,unknown,1
id_16295,40.0,self-employed,divorced,secondary,no,349.0,no,no,cellular,19,nov,1480.0,3.0,,0,unknown,1
id_25656,36.0,blue-collar,divorced,secondary,no,-3.0,yes,no,unknown,20,may,1197.0,1.0,,0,unknown,1
id_4219,33.0,student,single,secondary,no,624.0,no,no,cellular,5,feb,508.0,2.0,8.0,1,other,1
id_40974,34.0,services,married,secondary,no,390.0,no,no,cellular,12,nov,258.0,1.0,92.0,4,failure,1
id_30361,54.0,management,divorced,unknown,no,2982.0,no,no,cellular,17,dec,227.0,2.0,231.0,1,failure,1
id_36043,30.0,services,single,secondary,no,769.0,yes,no,unknown,15,may,702.0,3.0,,0,unknown,1
id_32615,46.0,technician,married,primary,no,6533.0,no,no,cellular,30,jul,621.0,2.0,,0,unknown,1
id_38794,47.0,services,married,primary,no,176.0,yes,no,unknown,5,may,1758.0,1.0,,0,unknown,1
id_38156,23.0,blue-collar,single,secondary,no,319.0,yes,no,cellular,18,may,552.0,3.0,,0,unknown,1
id_39663,41.0,admin.,married,secondary,no,1451.0,no,no,cellular,11,may,475.0,2.0,174.0,1,other,1
id_10125,32.0,management,single,tertiary,no,3554.0,no,no,cellular,13,feb,171.0,2.0,85.0,3,failure,1
id_14435,40.0,blue-collar,married,primary,no,-408.0,yes,yes,cellular,12,may,845.0,7.0,,0,unknown,1
id_1117,46.0,technician,married,secondary,no,1977.0,yes,no,cellular,16,jun,397.0,3.0,92.0,5,failure,1
id_33726,55.0,unemployed,divorced,primary,no,281.0,no,no,cellular,22,oct,441.0,1.0,88.0,4,other,1
id_22869,42.0,entrepreneur,married,unknown,no,3137.0,yes,yes,cellular,10,jul,809.0,1.0,,0,unknown,1
id_31897,29.0,blue-collar,married,secondary,no,2092.0,yes,no,cellular,19,nov,203.0,1.0,5.0,1,success,1
id_9537,30.0,technician,single,tertiary,no,1627.0,no,no,cellular,22,may,787.0,1.0,109.0,1,failure,1
id_39998,36.0,management,single,tertiary,no,66.0,no,no,unknown,6,jun,1082.0,1.0,,0,unknown,1
id_33445,52.0,management,married,tertiary,no,2878.0,no,no,cellular,18,aug,1108.0,5.0,,0,unknown,1
id_42866,31.0,technician,single,tertiary,no,5514.0,no,no,cellular,22,apr,320.0,1.0,182.0,1,success,1
id_35404,,blue-collar,single,primary,no,428.0,yes,no,cellular,18,may,957.0,3.0,,0,unknown,1
id_21922,57.0,blue-collar,married,primary,no,1105.0,no,no,unknown,18,jun,732.0,3.0,,0,unknown,1
id_35918,78.0,retired,married,primary,no,3027.0,no,no,cellular,11,dec,177.0,3.0,126.0,3,other,1
id_42830,32.0,blue-collar,married,secondary,no,80.0,yes,yes,unknown,2,jun,582.0,2.0,,0,unknown,1
id_38716,47.0,admin.,single,secondary,no,949.0,yes,no,cellular,13,apr,739.0,3.0,143.0,6,failure,1
id_10814,24.0,self-employed,single,tertiary,no,561.0,no,no,telephone,5,aug,823.0,2.0,,0,unknown,1
id_40710,22.0,blue-collar,single,secondary,no,164.0,no,yes,cellular,25,may,294.0,1.0,96.0,2,success,1
id_24495,55.0,admin.,married,secondary,no,172.0,no,no,cellular,13,may,342.0,3.0,87.0,5,success,1
id_16749,24.0,self-employed,single,secondary,no,549.0,no,no,cellular,8,jul,514.0,1.0,,0,unknown,1
id_1764,29.0,management,married,secondary,no,1.0,no,no,cellular,11,aug,721.0,1.0,,0,unknown,1
id_33890,70.0,retired,married,unknown,no,740.0,no,no,cellular,11,sep,193.0,1.0,,0,unknown,1
id_15850,41.0,admin.,married,secondary,no,248.0,yes,no,cellular,17,apr,653.0,1.0,,0,unknown,1
id_1583,34.0,services,married,secondary,no,602.0,yes,yes,unknown,21,may,1418.0,3.0,,0,unknown,1
id_1889,28.0,services,single,secondary,no,154.0,no,no,cellular,15,jul,750.0,2.0,,0,unknown,1
id_11424,53.0,blue-collar,married,unknown,no,307.0,yes,no,telephone,28,jan,525.0,4.0,258.0,3,other,1
id_9955,30.0,admin.,single,secondary,no,876.0,no,no,cellular,7,oct,309.0,1.0,216.0,2,failure,1
id_29897,34.0,management,single,tertiary,no,4180.0,no,no,cellular,26,mar,272.0,3.0,,0,unknown,1
id_17985,37.0,blue-collar,single,secondary,no,887.0,yes,no,cellular,15,jul,623.0,6.0,,0,unknown,1
id_40085,32.0,management,married,tertiary,no,1566.0,yes,no,cellular,12,aug,1121.0,4.0,,0,unknown,1
id_11336,31.0,admin.,married,secondary,no,6.0,yes,yes,cellular,15,jul,626.0,4.0,,0,unknown,1
id_23851,54.0,blue-collar,married,primary,no,755.0,yes,no,cellular,3,feb,1541.0,2.0,,0,unknown,1
id_33311,34.0,management,single,tertiary,no,540.0,no,no,cellular,23,jun,330.0,1.0,183.0,5,success,1
id_16702,33.0,admin.,married,secondary,no,,no,no,cellular,9,apr,418.0,2.0,,0,unknown,1
id_37249,48.0,blue-collar,married,primary,no,556.0,yes,no,unknown,15,may,1237.0,2.0,,0,unknown,1
id_33721,36.0,management,married,tertiary,no,542.0,no,no,cellular,25,sep,160.0,2.0,45.0,1,failure,1
id_39823,74.0,retired,married,secondary,no,819.0,no,no,telephone,21,oct,346.0,2.0,181.0,4,success,1
id_26745,54.0,blue-collar,married,primary,no,1392.0,no,no,telephone,29,jul,665.0,2.0,,0,unknown,1
id_40903,36.0,unemployed,single,secondary,no,851.0,no,no,cellular,2,jun,371.0,2.0,,0,unknown,1
id_29442,78.0,retired,married,tertiary,no,3.0,no,no,cellular,27,sep,1008.0,4.0,,0,unknown,1
id_33487,41.0,housemaid,married,secondary,no,345.0,no,no,unknown,24,jun,781.0,3.0,,0,unknown,1
id_6537,52.0,technician,married,secondary,no,279.0,no,no,cellular,1,jun,781.0,1.0,,0,unknown,1
id_27915,40.0,services,married,tertiary,no,522.0,yes,no,cellular,18,may,728.0,6.0,,0,unknown,1
id_11844,57.0,housemaid,married,primary,no,4602.0,no,no,cellular,11,sep,337.0,1.0,38.0,1,failure,1
id_7184,30.0,admin.,single,secondary,no,522.0,no,yes,cellular,12,jun,139.0,3.0,101.0,1,success,1
id_24299,28.0,technician,single,tertiary,no,2785.0,no,no,cellular,20,nov,791.0,3.0,,0,unknown,1
id_41852,61.0,management,married,tertiary,no,1981.0,yes,no,cellular,20,aug,931.0,1.0,,0,unknown,1
id_18193,37.0,unemployed,married,secondary,no,3919.0,no,no,unknown,5,jun,654.0,2.0,,0,unknown,1
id_34668,45.0,management,married,tertiary,no,4.0,no,no,cellular,27,oct,515.0,1.0,,0,unknown,1
id_9049,40.0,management,married,tertiary,no,2840.0,yes,no,cellular,8,jul,1714.0,4.0,,0,unknown,1
id_22063,26.0,technician,single,tertiary,no,372.0,yes,yes,cellular,25,jul,726.0,2.0,,0,unknown,1
id_5545,32.0,management,married,tertiary,no,2169.0,yes,no,cellular,15,apr,866.0,1.0,,0,unknown,1
id_29207,23.0,management,single,tertiary,no,2.0,no,no,cellular,6,oct,516.0,1.0,,0,unknown,1
id_27905,31.0,technician,single,secondary,no,2463.0,no,no,cellular,1,oct,467.0,1.0,,0,unknown,1
id_32726,46.0,housemaid,married,secondary,no,511.0,no,yes,cellular,28,jul,925.0,3.0,,0,unknown,1
id_27628,56.0,management,married,secondary,no,2154.0,no,yes,cellular,10,feb,137.0,2.0,92.0,5,success,1
id_14469,42.0,management,single,tertiary,no,4826.0,no,no,cellular,30,jul,840.0,3.0,182.0,11,success,1
id_18551,34.0,self-employed,married,secondary,no,517.0,yes,no,cellular,11,jul,823.0,1.0,,0,unknown,1
id_13515,63.0,management,married,tertiary,no,-5.0,no,no,cellular,3,sep,298.0,1.0,,0,unknown,1
id_44348,67.0,retired,married,secondary,no,0.0,no,no,cellular,27,oct,269.0,1.0,92.0,5,success,1
id_20859,31.0,student,single,secondary,no,1106.0,no,no,telephone,8,oct,194.0,1.0,,0,unknown,1
id_38113,28.0,management,married,tertiary,no,197.0,yes,no,cellular,3,aug,1196.0,1.0,,0,unknown,1
id_41042,49.0,management,divorced,tertiary,no,315.0,yes,no,unknown,16,may,777.0,2.0,,0,unknown,1
id_40239,27.0,student,single,tertiary,no,306.0,no,no,telephone,2,mar,186.0,3.0,322.0,1,other,1
id_42910,44.0,entrepreneur,married,unknown,no,202.0,yes,no,cellular,30,jul,712.0,2.0,,0,unknown,1
id_20707,48.0,unemployed,married,primary,no,9625.0,no,no,cellular,12,aug,769.0,6.0,,0,unknown,1
id_29150,59.0,management,married,tertiary,no,1571.0,no,no,cellular,26,may,189.0,2.0,349.0,1,failure,1
id_8642,35.0,services,married,primary,no,3.0,yes,no,cellular,17,nov,974.0,2.0,,0,unknown,1
id_36623,73.0,retired,married,secondary,no,2849.0,no,no,cellular,16,oct,117.0,2.0,241.0,1,success,1
id_28226,72.0,retired,married,secondary,no,1025.0,no,no,cellular,17,apr,272.0,1.0,,0,unknown,1
id_30340,38.0,technician,single,tertiary,no,-5.0,yes,no,cellular,19,nov,650.0,6.0,,0,unknown,1
id_18784,38.0,housemaid,divorced,secondary,no,1194.0,yes,no,cellular,12,may,509.0,1.0,173.0,2,failure,1
id_43020,49.0,blue-collar,married,secondary,no,4773.0,yes,yes,cellular,19,nov,603.0,2.0,,0,unknown,1
id_24549,41.0,unknown,single,unknown,no,18876.0,no,no,cellular,2,dec,197.0,2.0,,0,unknown,1
id_44466,33.0,management,single,tertiary,no,822.0,yes,no,cellular,16,apr,701.0,2.0,,0,unknown,1
id_45209,35.0,blue-collar,married,secondary,no,158.0,no,yes,cellular,22,jul,694.0,2.0,,0,unknown,1
id_3372,45.0,housemaid,single,primary,no,803.0,yes,no,cellular,13,may,919.0,1.0,,0,unknown,1
id_23249,44.0,technician,single,secondary,no,447.0,no,no,cellular,11,feb,191.0,1.0,183.0,2,success,1
id_43033,,management,divorced,secondary,no,-5.0,yes,no,cellular,6,may,1065.0,3.0,,0,unknown,1
id_26785,32.0,management,married,tertiary,no,267.0,yes,no,cellular,14,aug,790.0,2.0,,0,unknown,1
id_40406,33.0,services,married,secondary,no,3060.0,yes,no,telephone,11,may,1137.0,4.0,,0,unknown,1
id_17517,36.0,admin.,single,secondary,no,133.0,no,no,cellular,30,jan,630.0,3.0,228.0,14,other,1
id_26139,27.0,management,divorced,tertiary,no,230.0,yes,no,cellular,9,apr,1058.0,2.0,315.0,2,other,1
id_5039,25.0,technician,single,secondary,no,1737.0,yes,no,unknown,16,may,789.0,1.0,,0,unknown,1
id_18638,59.0,technician,married,secondary,no,951.0,yes,no,cellular,9,jul,1270.0,1.0,,0,unknown,1
id_13769,54.0,unemployed,married,secondary,no,7361.0,no,no,cellular,5,feb,596.0,1.0,,0,unknown,1
id_41220,,housemaid,single,secondary,no,255.0,no,no,cellular,8,oct,668.0,1.0,,0,unknown,1
id_6082,32.0,self-employed,married,tertiary,no,2669.0,no,no,cellular,10,nov,327.0,2.0,97.0,6,success,1
id_17104,33.0,management,divorced,tertiary,no,0.0,no,no,cellular,4,aug,1175.0,1.0,,0,unknown,1
id_3639,61.0,retired,married,primary,no,1634.0,yes,yes,cellular,5,aug,816.0,1.0,,0,unknown,1
id_6684,24.0,student,married,unknown,no,146.0,no,no,cellular,16,apr,163.0,1.0,,0,unknown,1
id_18154,22.0,management,single,tertiary,no,1802.0,no,no,cellular,27,jul,601.0,1.0,,0,unknown,1
id_8769,32.0,services,married,secondary,no,2829.0,yes,no,cellular,30,mar,426.0,1.0,,0,unknown,1
id_41027,34.0,technician,single,secondary,no,353.0,no,no,cellular,11,aug,451.0,3.0,,0,unknown,1
id_2282,35.0,technician,single,secondary,no,1230.0,no,no,cellular,18,mar,602.0,4.0,90.0,6,other,1
id_12659,65.0,retired,married,primary,no,1006.0,no,no,cellular,28,oct,366.0,1.0,,0,unknown,1
id_37421,36.0,management,single,unknown,no,57.0,no,no,cellular,13,apr,412.0,2.0,,0,unknown,1
id_7366,25.0,management,single,tertiary,no,942.0,no,no,cellular,11,nov,150.0,1.0,195.0,1,success,1
id_37501,36.0,admin.,married,secondary,no,97.0,no,no,cellular,30,apr,197.0,1.0,87.0,1,success,1
id_15663,32.0,blue-collar,married,primary,no,2.0,yes,yes,cellular,2,feb,689.0,2.0,271.0,2,other,1
id_37003,32.0,technician,married,secondary,no,0.0,yes,no,cellular,9,nov,540.0,1.0,96.0,5,success,1
id_35213,30.0,management,married,tertiary,no,2410.0,no,no,cellular,12,aug,450.0,4.0,,0,unknown,1
id_366,30.0,blue-collar,married,secondary,no,,yes,yes,unknown,21,may,981.0,3.0,,0,unknown,1
id_12563,39.0,management,married,tertiary,no,2943.0,no,no,cellular,29,jun,375.0,1.0,165.0,2,success,1
id_25233,30.0,management,married,tertiary,no,246.0,no,,cellular,17,jul,699.0,1.0,,0,unknown,1
id_16672,47.0,services,married,secondary,no,2949.0,no,no,cellular,21,nov,893.0,1.0,,0,unknown,1
id_1603,36.0,management,married,tertiary,no,501.0,yes,no,cellular,17,nov,267.0,1.0,178.0,2,other,1
id_35331,58.0,entrepreneur,married,secondary,no,1389.0,no,no,unknown,20,jun,597.0,6.0,,0,unknown,1
id_14449,58.0,admin.,married,secondary,no,12983.0,no,no,cellular,3,sep,165.0,2.0,182.0,1,success,1
id_26082,33.0,blue-collar,married,secondary,no,2505.0,yes,no,cellular,24,jul,612.0,1.0,,0,unknown,1
id_2574,35.0,management,single,tertiary,no,82.0,no,no,cellular,4,sep,453.0,2.0,94.0,1,other,1
id_40186,29.0,technician,single,tertiary,no,1322.0,no,no,cellular,4,feb,380.0,1.0,,0,unknown,1
id_4061,43.0,management,married,tertiary,no,5559.0,no,no,cellular,20,aug,668.0,2.0,,0,unknown,1
id_19313,26.0,technician,married,tertiary,no,858.0,yes,no,cellular,17,jul,582.0,1.0,,0,unknown,1
id_39980,48.0,management,married,unknown,no,637.0,no,no,cellular,21,nov,512.0,3.0,,0,unknown,1
id_1555,33.0,management,divorced,tertiary,no,2881.0,no,no,cellular,13,aug,209.0,3.0,43.0,8,other,1
id_14954,32.0,blue-collar,single,primary,no,178.0,yes,no,cellular,13,may,807.0,1.0,,0,unknown,1
id_38471,45.0,technician,married,tertiary,no,2411.0,no,no,cellular,12,aug,247.0,1.0,104.0,1,success,1
id_32961,71.0,retired,single,tertiary,no,1281.0,no,no,telephone,1,jul,496.0,4.0,150.0,9,failure,1
id_19064,36.0,services,single,secondary,no,886.0,no,no,cellular,14,may,538.0,2.0,,0,unknown,1
id_15423,53.0,technician,married,secondary,no,-1.0,no,no,cellular,29,jan,196.0,1.0,248.0,6,other,1
id_12098,28.0,management,single,tertiary,no,5545.0,no,no,cellular,28,jul,369.0,6.0,,0,unknown,1
id_8399,51.0,admin.,married,secondary,no,461.0,no,no,cellular,5,apr,563.0,1.0,,0,unknown,1
id_6947,44.0,technician,single,secondary,no,696.0,yes,no,unknown,16,may,682.0,3.0,,0,unknown,1
id_13357,41.0,management,married,tertiary,no,1788.0,no,,telephone,12,aug,196.0,1.0,182.0,2,success,1
id_30949,26.0,management,single,tertiary,no,1504.0,no,no,cellular,12,jun,232.0,2.0,95.0,4,success,1
id_26122,25.0,blue-collar,single,primary,no,2358.0,no,yes,cellular,16,jun,565.0,2.0,,0,unknown,1
id_11459,54.0,admin.,single,secondary,no,2896.0,no,no,cellular,9,apr,511.0,3.0,,0,unknown,1
id_20353,55.0,retired,married,secondary,no,1233.0,no,no,cellular,20,may,420.0,1.0,87.0,1,failure,1
id_26740,50.0,management,married,tertiary,yes,163.0,no,yes,cellular,18,jul,656.0,1.0,,0,unknown,1
id_20513,48.0,blue-collar,married,secondary,no,290.0,no,no,cellular,30,apr,287.0,1.0,79.0,1,success,1
id_38724,47.0,technician,married,tertiary,no,524.0,yes,no,cellular,3,apr,199.0,1.0,31.0,2,success,1
id_23983,36.0,technician,married,secondary,no,291.0,yes,no,cellular,9,mar,320.0,1.0,90.0,4,success,1
id_34617,36.0,services,single,secondary,no,94.0,no,no,cellular,3,sep,226.0,1.0,185.0,1,success,1
id_31326,24.0,blue-collar,single,secondary,no,3789.0,no,no,cellular,22,oct,500.0,1.0,183.0,2,success,1
id_35751,25.0,entrepreneur,married,tertiary,yes,144.0,no,yes,cellular,25,jul,726.0,1.0,,0,unknown,1
id_11466,37.0,blue-collar,married,secondary,no,-128.0,no,yes,telephone,14,jul,832.0,3.0,,0,unknown,1
id_41236,38.0,blue-collar,married,primary,no,3654.0,yes,no,unknown,14,may,986.0,1.0,,0,unknown,1
id_32001,32.0,management,married,tertiary,no,169.0,no,no,telephone,14,aug,713.0,2.0,,0,unknown,1
id_33869,37.0,technician,married,secondary,no,55.0,yes,no,unknown,14,may,810.0,2.0,,0,unknown,1
